word,spelling_label
स्ट्रांग,incorrect
स्ट्रांगनेस,incorrect
स्ट्रांसलेट,incorrect
स्ट्राइंग,correct
स्ट्राइक,correct
स्ट्राइकर,correct
स्ट्राइग,correct
स्ट्राइड्स,correct
स्ट्राइप,correct
स्ट्राइल,correct
स्ट्राक,correct
स्ट्रागल,incorrect
स्ट्राट,correct
स्ट्राटिजी,correct
स्ट्राफ,correct
स्ट्राबेरी,correct
स्ट्रालेशन,correct
स्ट्रिं,incorrect
स्ट्रिंग,incorrect
स्ट्रिंग्स,incorrect
स्ट्रिक,correct
स्ट्रिकनस,correct
स्ट्रिकनेस,correct
स्ट्रिकलि,correct
स्ट्रिकली,correct
स्ट्रिकिंग,incorrect
स्ट्रिकेट,incorrect
स्ट्रिक्ट,correct
स्ट्रिक्टनेस,correct
स्ट्रिक्टली,correct
स्ट्रिक्ट्स,correct
स्ट्रिक्ली,correct
स्ट्रिट,correct
स्ट्रिप,correct
स्ट्रिप्ट,correct
स्ट्रिप्स,correct
स्ट्रिफ्ट,correct
स्ट्रिफ्स,correct
स्ट्रिल्ड,correct
स्ट्री,incorrect
स्ट्री-स्ट्रीट,correct
स्ट्रीक,correct
स्ट्रीकनेस,correct
स्ट्रीकस,correct
स्ट्रीक्ट,incorrect
स्ट्रीक्स,correct
स्ट्रीट,correct
स्ट्रीट-फूड,correct
स्ट्रीट-स्ट्रीट,correct
स्ट्रीटफूट,correct
स्ट्रीटफूड,correct
स्ट्रीटफूर्ट,correct
स्ट्रीटस,incorrect
स्ट्रीट्स,incorrect
स्ट्रीटफ़ूड,correct
स्ट्रीड,correct
स्ट्रीडूल,correct
स्ट्रीन,correct
स्ट्रीप,correct
स्ट्रीपर,correct
स्ट्रीप्स,correct
स्ट्रीफ,correct
स्ट्रीम,correct
स्ट्रीमर,incorrect
स्ट्रीमिंग,incorrect
स्ट्रीम्स,incorrect
स्ट्रील,correct
स्ट्रीस्ट,incorrect
स्ट्रूइंट,correct
स्ट्रूडेंट,incorrect
स्ट्रे,incorrect
स्ट्रेंक्थ,incorrect
स्ट्रेंगथ,incorrect
स्ट्रेंज,incorrect
स्ट्रेंजर,incorrect
स्ट्रेंजर्स,incorrect
स्ट्रेंट,incorrect
स्ट्रेंड,incorrect
स्ट्रेंडर,incorrect
स्ट्रेंड्स,incorrect
स्ट्रेंथ,incorrect
स्ट्रेंथिंग,incorrect
स्ट्रेंथ्,incorrect
स्ट्रेंस,incorrect
स्ट्रेक्चर,correct
स्ट्रेक्टनेस,correct
स्ट्रेक्रीन,correct
स्ट्रेक्स,incorrect
स्ट्रेगल,incorrect
स्ट्रेगाओं,correct
स्ट्रेच,correct
स्ट्रेचबल,correct
स्ट्रेचर,correct
स्ट्रेचरो,correct
स्ट्रेचरों,incorrect
स्ट्रेचिंग,incorrect
स्ट्रेचेबल,correct
स्ट्रेज,correct
स्ट्रेजर,correct
स्ट्रेट,correct
स्ट्रेटजी,incorrect
स्ट्रेटनिंग,incorrect
स्ट्रेटफूड,correct
स्ट्रेटफोड,correct
स्ट्रेटर,incorrect
स्ट्रेटरजी,correct
स्ट्रेटर्जी,correct
स्ट्रेटिगिये,correct
स्ट्रेटेचिंग,incorrect
स्ट्रेटेजय,correct
स्ट्रेटेजी,correct
स्ट्रेटेजीज,correct
स्ट्रेट्स,incorrect
स्ट्रेट्सड,correct
स्ट्रेड,correct
स्ट्रेडूल,correct
स्ट्रेडेजी,correct
स्ट्रेन,correct
स्ट्रेनिंग,incorrect
स्ट्रेनो,correct
स्ट्रेन्थ,correct
स्ट्रेश,correct
स्ट्रेशन,correct
स्ट्रेस,correct
स्ट्रेसफुल,correct
स्ट्रेसफुली,correct
स्ट्रेसफूल,correct
स्ट्रेसस,incorrect
स्ट्रेससे,incorrect
स्ट्रेस्,incorrect
स्ट्रेस्ट,incorrect
स्ट्रेस्ड,incorrect
स्ट्रैंजर,incorrect
स्ट्रैंड,incorrect
स्ट्रैंथ,incorrect
स्ट्रैंथन,incorrect
स्ट्रैक,correct
स्ट्रैकल,correct
स्ट्रैक्ट,correct
स्ट्रैक्टर,correct
स्ट्रैच,correct
स्ट्रैचिंग,incorrect
स्ट्रैचिकल,correct
स्ट्रैट,correct
स्ट्रैटजी,correct
स्ट्रैटजीया,correct
स्ट्रैटिजी,correct
स्ट्रैटेजिक,correct
स्ट्रैटेजी,correct
स्ट्रैटेजीज,correct
स्ट्रैप,correct
स्ट्रैलिक,correct
स्ट्रैस,correct
स्ट्रैस्ड,correct
स्ट्रैग़ल,correct
स्ट्रॉ,correct
स्ट्रॉंग,incorrect
स्ट्रॉंगनेस,incorrect
स्ट्रॉंगली,incorrect
स्ट्रॉंगेस्ट,incorrect
स्ट्रॉइड,correct
स्ट्रॉक,incorrect
स्ट्रॉक्स,correct
स्ट्रॉग,incorrect
स्ट्रॉगल,incorrect
स्ट्रॉन्ग,correct
स्ट्रॉन्गेस्ट,correct
स्ट्रॉप,incorrect
स्ट्रॉबरी,correct
स्ट्रॉबेरी,correct
स्ट्रॉम,incorrect
स्ट्रॉल,incorrect
स्ट्रो,incorrect
स्ट्रों,incorrect
स्ट्रोंक,incorrect
स्ट्रोंग,incorrect
स्ट्रोंगली,incorrect
स्ट्रोक,correct
स्ट्रोक्स,incorrect
स्ट्रोक्स्,incorrect
स्ट्रोबेरी,correct
स्ट्रोमिंग,incorrect
स्ट्रोमिकल,correct
स्ट्रोरी,correct
स्ट्रोल,correct
स्ट्रोल्ड,correct
स्ट्वीट,correct
स्डेंट,incorrect
स्त,correct
स्तंभ,correct
स्तत,correct
स्तद्ध,correct
स्तन,correct
स्तब्ध,correct
स्तम्ब,correct
स्तम्भ,correct
स्तर,correct
स्तरंज,correct
स्तराह,correct
स्तरीय,correct
स्तरों,correct
स्तल,correct
स्तली,correct
स्तलों,incorrect
स्तवनआठवन,correct
स्ताई,correct
स्तातु,correct
स्तान,incorrect
स्तानान्तरित,correct
स्तानिय,correct
स्तानी,correct
स्तानीय,correct
स्तानो,correct
स्तापना,correct
स्ताफित,correct
स्तार,incorrect
स्तारा,correct
स्तिति,correct
स्तित्व,correct
स्तिथ,correct
स्तिथि,correct
स्तिफ,correct
स्तिरता,correct
स्ती,incorrect
स्तु,correct
स्तुत,correct
स्तुति,correct
स्तुप्रक,correct
स्तूप,correct
स्तूपा,correct
स्तेमाल,correct
स्तेरा,correct
स्तेवार,correct
स्तोअर,correct
स्तोत्र,correct
स्त्र,incorrect
स्त्रियाँ,correct
स्त्रियां,incorrect
स्त्रियों,incorrect
स्त्री,correct
स्त्रीकली,correct
स्त्रीफूड,correct
स्त्रीय,correct
स्त्रीयो,correct
स्त्रीयों,incorrect
स्त्रीलिंग,incorrect
स्त्रोत,correct
स्त्रोतों,incorrect
स्थ,correct
स्थकी,incorrect
स्थगित,correct
स्थट,correct
स्थत,incorrect
स्थति,incorrect
स्थतियों,incorrect
स्थती,correct
स्थन,incorrect
स्थमाल,correct
स्थर,incorrect
स्थरीय,correct
स्थर्ण,correct
स्थल,correct
"स्थल,स्थल",correct
स्थली,incorrect
स्थले,incorrect
स्थलो,incorrect
स्थलों,correct
स्था,incorrect
स्थांतरित,incorrect
स्थाई,correct
स्थाए,correct
स्थाटार्टहेड,correct
स्थाटेमिना,correct
स्थाड़ी,correct
स्थाडू,correct
स्थाति,correct
स्थान,correct
स्थानजी,correct
स्थानस्तित,correct
स्थानांतरण,incorrect
स्थानांतरित,correct
स्थानातरं,correct
स्थानान्तरित,incorrect
स्थानिए,correct
स्थानिक,correct
स्थानिकिया,correct
स्थानिय,correct
स्थानिया,correct
स्थानियां,incorrect
स्थानिये,correct
स्थानी,incorrect
स्थानीय,correct
स्थानीयता,incorrect
स्थानीयों,incorrect
स्थानीय्,incorrect
स्थाने,incorrect
स्थानेय,correct
स्थानो,incorrect
स्थानों,correct
स्थान्तरित,correct
स्थापत,incorrect
स्थापती,correct
स्थापत्य,correct
स्थापना,correct
स्थापित,correct
स्थाप्,incorrect
स्थाबित,correct
स्थायत्व,correct
स्थायित्व,correct
स्थायी,correct
स्थार,correct
स्थारी,correct
स्थारेरिक,correct
स्थाल,incorrect
स्थि,incorrect
स्थिक,correct
स्थिगित,incorrect
स्थित,correct
स्थितरता,incorrect
स्थिति,correct
स्थितिय,incorrect
स्थितिया,incorrect
स्थितियाँ,incorrect
स्थितियां,correct
स्थितियो,incorrect
स्थितियों,correct
स्थिती,incorrect
स्थितीयाँ,correct
स्थितों,incorrect
स्थित्व,correct
स्थिथि,correct
स्थिर,correct
स्थिरता,correct
स्थिरा,incorrect
स्थिरिता,incorrect
स्थिरे,incorrect
स्थिर्य,correct
स्थिल,incorrect
स्थिलता,correct
स्थीत,correct
स्थीति,correct
स्थूल,incorrect
स्थेत्रों,incorrect
स्थेस,correct
स्थोने,correct
स्थोर,correct
स्थ्राइड,correct
स्दलनी,correct
स्धान,correct
स्ना,incorrect
स्नाइक्स,correct
स्नाइग्स,correct
स्नाइट,correct
स्नाइटाइज,correct
स्नाकोत्तर,correct
स्नाक्स,correct
स्नातक,correct
स्नान,correct
स्नानग्रह,correct
स्नानागार,correct
स्नाप्स,correct
स्नाहरी,correct
स्निक,correct
स्निक्स,correct
स्निचिंग,incorrect
स्नीक,correct
स्नीकर,correct
स्नीकर्,incorrect
स्नीकर्स,correct
स्ने,correct
स्नेक,correct
स्नेकर,correct
स्नेकस,correct
स्नेकेस,correct
स्नेक्स,correct
स्नेचिंग,incorrect
स्नेटिंग,incorrect
स्नेप,correct
स्नेपचेट,correct
स्नेल,correct
स्नेह,correct
स्नेहा,correct
स्नेही,correct
स्नै,correct
स्नैक,correct
स्नैकर,correct
स्नैकस,incorrect
स्नैकिंग,incorrect
स्नैक्,incorrect
स्नैक्स,correct
स्नैक्सीय,incorrect
स्नैच,correct
स्नैचर्स,correct
स्नैचिंग,incorrect
स्नैप,correct
स्नैपचेट,correct
स्नैपचैट,correct
स्नैपट्युब,correct
स्नैपडील,correct
स्नैपशेट,correct
स्नैपशॉट,correct
स्नैप्स,correct
स्नैस,correct
स्नो,correct
स्नोक,correct
स्नोपाउडर,correct
स्नोफ,correct
स्नोफाल,correct
स्नोफिलिया,correct
स्नोफॉल,correct
स्नोफॉलिंग,incorrect
स्नोफोल,correct
स्नोमैन,correct
स्नोवाइट,correct
स्प,correct
स्पंज,correct
स्पंजअनहेल्दी,correct
स्पंजिंग,incorrect
स्पंजी,correct
स्पंड,correct
स्पंप्रेशन,correct
स्पच,incorrect
स्पन्ड,correct
स्पराइस,correct
स्परापिस,correct
स्परिंग,incorrect
स्पर्धा,incorrect
स्पर्धाएं,incorrect
स्पर्म,correct
स्पर्रिंग,incorrect
स्पर्श,correct
स्पर्स,correct
स्पलेंडर,incorrect
स्पष्ट,correct
स्पष्टता,correct
स्पस्ट,correct
स्पा,correct
स्पांस,incorrect
स्पाइ,correct
स्पाइ-,correct
स्पाइक,correct
स्पाइकिंग,incorrect
स्पाइज,correct
स्पाइडर,correct
"स्पाइडर,महेश",correct
स्पाइडर-मैन,correct
स्पाइडरमैन,correct
स्पाइन,incorrect
स्पाइनल,correct
स्पाइस,correct
स्पाइसि,correct
स्पाइसिनेस,correct
स्पाइसिस,correct
स्पाइसी,correct
स्पाइसीज,correct
स्पाइसीस,correct
स्पाइसेज,correct
स्पाइसेस,correct
स्पाई,correct
स्पाईस,correct
स्पाट,correct
स्पान,correct
स्पाय,correct
स्पायसी,correct
स्पार्क,correct
स्पार्कल,correct
स्पार्की,correct
स्पार्ट,correct
स्पार्टफोन,incorrect
स्पास,correct
स्पासी,correct
स्पिंग,incorrect
स्पिंगल,incorrect
स्पिक,correct
स्पिकर,correct
स्पिकरस,correct
स्पिकिंग,incorrect
स्पिच,correct
स्पिट,correct
स्पिटिचुअल,correct
स्पिटिश्वलिटी,correct
स्पिट्युअल,correct
स्पिट्स,correct
स्पिड,correct
स्पिति,correct
स्पिती,correct
स्पिन,correct
स्पिनर,correct
स्पिरिंग,incorrect
स्पिरिचवैलटी,correct
स्पिरिचुअल,correct
स्पिरिचुअलिटी,correct
स्पिरिचुअली,correct
स्पिरिचुवल,correct
स्पिरिच्वैलिटी,correct
स्पिरिट,correct
स्पिर्चुअल,correct
स्पिल,correct
स्पिसिफिक,correct
स्पी,incorrect
स्पींस,incorrect
स्पीक,incorrect
स्पीक-,correct
स्पीकअनुवाद,correct
स्पीकएक्स,correct
स्पीकर,correct
"स्पीकर,चैनल",correct
स्पीकर1,incorrect
स्पीकर2,incorrect
स्पीकर्स,correct
स्पीकिं,incorrect
स्पीकिंग,incorrect
स्पीकिग,correct
स्पीकिन,correct
स्पीकीइंग,incorrect
स्पीकीन,correct
स्पीच,correct
स्पीचस,incorrect
स्पीचेज,correct
स्पीज,correct
स्पीज़,correct
स्पीजिज,correct
स्पीट,correct
स्पीटर,correct
स्पीटल,correct
स्पीटी,correct
स्पीड,correct
स्पीडब्रेकर,correct
स्पीडली,correct
स्पीड़,incorrect
स्पीडिंग,incorrect
स्पीडी,incorrect
स्पीड्स,correct
स्पीति,correct
स्पीती,correct
स्पीन,correct
स्पीनच,incorrect
स्पीरेंट,incorrect
स्पीश,correct
स्पीशीज,correct
स्पीस,correct
स्पीसिस,correct
स्पीसीज,correct
स्पीैकिंग,incorrect
स्पूद,correct
स्पून,correct
स्पूप,correct
स्पूर्ती,correct
स्पूर्थी,correct
स्पूल,correct
स्पूलेट,correct
स्पृचुवल,correct
स्पे,incorrect
स्पें,incorrect
स्पेंगर्स,incorrect
स्पेंट,incorrect
स्पेंड,incorrect
स्पेंडचर,incorrect
स्पेंडर,incorrect
स्पेंडिंग,incorrect
स्पेंड्,incorrect
स्पेंस,incorrect
स्पेंसर,incorrect
स्पेंसिब,incorrect
स्पेक,correct
स्पेकर,correct
स्पेकिंग,incorrect
स्पेकुरेटी,correct
स्पेकॅल,correct
स्पेक्आइंक,correct
स्पेक्ट,correct
स्पेक्टर,incorrect
स्पेक्टली,correct
स्पेक्टिकल,correct
स्पेक्टिलिटी,correct
स्पेक्टेक्लस्,incorrect
स्पेक्टेड,correct
स्पेक्ट्रम,correct
स्पेक्ट्स,correct
स्पेक्श,correct
स्पेक्स,correct
स्पेच,correct
स्पेज,correct
स्पेट,correct
स्पेटुला,correct
स्पेड,correct
स्पेड़,correct
स्पेण्ट,correct
स्पेथ,correct
स्पेन,correct
स्पेनड,incorrect
स्पेनडेशन,correct
स्पेनिश,correct
स्पेनिस,correct
स्पेनी,correct
स्पेन्ट,correct
स्पेन्ड,correct
स्पेमपिट,correct
स्पेमिंग,incorrect
स्पेयर,correct
स्पेर,correct
स्पेराशूट,correct
स्पेरिंयस,incorrect
स्पेरेंट,incorrect
स्पेरेंट्स,incorrect
स्पेरो,correct
स्पेल,incorrect
स्पेलआउट,correct
स्पेलर,correct
स्पेलिंग,correct
स्पेलिंगस,incorrect
स्पेलिंग्स,incorrect
स्पेल्ट,correct
स्पेश,incorrect
स्पेशन,incorrect
स्पेशफिक,correct
स्पेशयली,correct
स्पेशल,correct
स्पेशलय,incorrect
स्पेशललिटी,correct
स्पेशलाइज,correct
स्पेशलाइजेशन,correct
स्पेशलाइज्ड,correct
स्पेशलि,incorrect
स्पेशलिटी,correct
स्पेशलिष्ट,correct
स्पेशलिस्ट,correct
स्पेशली,incorrect
स्पेशलीटी,correct
स्पेशलेटिज,correct
स्पेशल्ली,correct
स्पेशल्स,correct
स्पेशशीप,correct
स्पेशस,incorrect
स्पेशस्ली,correct
स्पेशालिटी,correct
स्पेशिटी,correct
स्पेशिफिक,correct
स्पेशियल,correct
स्पेशियलिटी,correct
स्पेशियली,correct
स्पेशियल्टी,correct
स्पेशियस,correct
स्पेशियेलि,correct
स्पेशिल,incorrect
स्पेशिलि,correct
स्पेशिलिएटी,correct
स्पेशिलिस्ट,correct
स्पेशिली,correct
स्पेशिशलिटी,correct
स्पेशेली,correct
स्पेशैल्टी,correct
स्पेश्यली,correct
स्पेशफ़िक,correct
स्पेस,correct
स्पेसक्राप्ट,correct
स्पेसक्राफ्ट,correct
स्पेसप्राक,correct
स्पेसफिक,correct
स्पेसल,incorrect
स्पेसलाईजेशन,correct
स्पेसली,correct
स्पेसालिटी,correct
स्पेसिंग,incorrect
स्पेसिअल,correct
स्पेसिअली,correct
स्पेसिक,correct
स्पेसिडीटी,correct
स्पेसिफ,correct
स्पेसिफक,correct
स्पेसिफाइड,correct
स्पेसिफाई,correct
स्पेसिफिक,correct
स्पेसिफिकली,correct
स्पेसिफिके,correct
स्पेसिफिकेशन,correct
स्पेसियल,correct
स्पेसियली,correct
स्पेसियालाइज़ेशन,correct
स्पेसिलि,correct
स्पेसिलिज,correct
स्पेसिलिजी,correct
स्पेसिलिटी,correct
स्पेसिली,correct
स्पेसिलीक,correct
स्पेसिल्याल,correct
स्पेसिफ़िकली,correct
स्पेसी,incorrect
स्पेसीईअली,correct
स्पेसीफाइड,correct
स्पेसीयालिटी,correct
स्पेसेलि,correct
स्पेस्टल,correct
स्पेस्टेशन,correct
स्पेस्लिस्ट,correct
स्पेस्ली,correct
स्पेेंड,incorrect
स्पैँड,correct
स्पैंड,incorrect
स्पैंडेबल,incorrect
स्पैक,correct
स्पैकफिक,correct
स्पैकसीस,correct
स्पैचर,correct
स्पैन,correct
स्पैनर,correct
स्पैनिश,correct
स्पैनिस,correct
स्पैम,correct
स्पैर,correct
स्पैरो,correct
स्पैलिंग,incorrect
स्पैशल,correct
स्पैशली,correct
स्पैशिली,correct
स्पैस,correct
स्पैसल,correct
स्पॉ,correct
स्पॉंसर,incorrect
स्पॉंसर्ट,incorrect
स्पॉइल,correct
स्पॉइलर,correct
स्पॉक,correct
स्पॉज,correct
स्पॉट,correct
स्पॉटलाइट,correct
स्पॉटस,correct
स्पॉटिफ़ाई,correct
स्पॉटिफाई,correct
स्पॉटीफाई,correct
स्पॉट्स,correct
स्पॉन्जी,correct
स्पॉन्जे,correct
स्पॉन्टेश,correct
स्पॉन्स,correct
स्पॉन्सर,correct
स्पॉन्सरशिप,correct
स्पॉयल,correct
स्पॉयलर,correct
स्पॉर्ट,correct
स्पॉल,correct
स्पॉस,correct
स्पो,correct
स्पो-,correct
स्पोंच,incorrect
स्पोंज,incorrect
स्पोंसर,incorrect
स्पोइल,correct
स्पोक,correct
स्पोकन,correct
स्पोकिंग,incorrect
स्पोकेन,correct
स्पोज,correct
स्पोज़,correct
स्पोज्ज,correct
स्पोज्ड,correct
स्पोट,correct
स्पोटर्स,correct
स्पोटिफाई,correct
स्पोटिव,correct
स्पोटीफाई,correct
स्पोटीव,correct
स्पोट्स,correct
स्पोनसूरशिप,correct
स्पोने,correct
स्पोर,correct
स्पोर्ट,correct
स्पोर्टर,incorrect
स्पोर्टस,incorrect
स्पोर्टिंग,correct
स्पोर्टिव,incorrect
स्पोर्टेड,incorrect
स्पोर्ट्,incorrect
स्पोर्ट्मैन,correct
स्पोर्ट्र्,incorrect
स्पोर्ट्स,incorrect
स्पोर्ट्समेंन,incorrect
स्पोर्ट्समैन,correct
स्पोर्डर,correct
स्पोर्थ,correct
स्पोर्स,correct
स्पोल,correct
स्पोव,correct
स्पोश,correct
स्पोस,correct
स्पोस्ड,correct
स्पोज़,correct
स्प्राइट,correct
स्प्राइस,correct
स्प्राउट,correct
स्प्राउट्स,correct
स्प्राउडेड,correct
स्प्रिंकल,incorrect
स्प्रिंग,correct
स्प्रिंगरोल,incorrect
स्प्रिचुअ,correct
स्प्रिचुअल,correct
स्प्रिचुअलिटी,correct
स्प्रिचुअली,correct
स्प्रिट,correct
स्प्रिटुअल्,incorrect
स्प्रीचुअली,correct
स्प्रे,correct
स्प्रेंग,incorrect
स्प्रेड,incorrect
स्प्रेप,incorrect
स्प्रेय,incorrect
स्प्रेसिलिटी,correct
स्प्रैरिचुअल,correct
स्प्लंक,correct
स्प्लिट,correct
स्प्लीजन,correct
स्प्लेंडर,incorrect
स्प्लेंडेट,incorrect
स्प्लेटर,correct
स्प्लोकईश,correct
स्फीपिक,correct
स्फीर,correct
स्फुर्ति,correct
स्फूट्रीट,incorrect
स्फून,correct
स्फूर्ति,correct
स्बजेक्ट,incorrect
स्बट्रो,correct
स्बैट,correct
स्बोर्ट,correct
स्भाव,incorrect
स्म,correct
स्मगलर,correct
स्मगलिंग,incorrect
स्मग्लिंग,incorrect
स्मटाइफन,correct
स्ममनहूसे,correct
स्मरण,correct
स्मरणीय,correct
स्मरन,correct
स्मर्णी,correct
स्मवपसंद,correct
स्मा,correct
स्माइक,correct
स्माइल,correct
स्माइलिंग,incorrect
स्माइली,correct
स्माइले,correct
स्माईर्टफोन,incorrect
स्माईल,correct
स्माटफोन,incorrect
स्मान,incorrect
स्मारक,correct
स्मारकों,correct
स्मार्कफॉन,correct
स्मार्ग,correct
स्मार्ट,correct
स्मार्टनेस,correct
स्मार्टपूट,correct
स्मार्टपॉइंट,correct
स्मार्टफ़ोन,correct
स्मार्टफुन,incorrect
स्मार्टफूर्म,correct
स्मार्टफॉन,incorrect
स्मार्टफॉनस,correct
स्मार्टफॉनी,correct
स्मार्टफो,incorrect
स्मार्टफोन,correct
स्मार्टफोनस,incorrect
स्मार्टफोनी,incorrect
स्मार्टफोन्स,incorrect
स्मार्टबोर्ड,correct
स्मार्टरिंग,incorrect
स्मार्टली,incorrect
स्मार्टवर्क,correct
स्मार्टवाद्स,correct
स्मार्टवॉच,correct
स्मार्टस,incorrect
स्मार्ट्फ़ोन,incorrect
स्मार्ट्स,incorrect
स्मार्टफ़ोन,incorrect
स्मार्ड,correct
स्मार्स्मा,correct
स्माल,correct
स्मिजन्स,correct
स्मिता,correct
स्मिथ,correct
स्मिर्थियां,incorrect
स्मिर्थी,correct
स्मिल,correct
स्मूकर,correct
स्मूट,correct
स्मूथ,correct
स्मूथनेस,correct
स्मूथली,correct
स्मूद,incorrect
स्मूदली,incorrect
स्मूदी,correct
स्मूदीस,incorrect
स्मूवी,correct
स्मृति,correct
स्मृतियाँ,correct
स्मृतियां,incorrect
स्मृतियों,incorrect
स्मृदि,correct
स्मृद्धि,correct
स्मे,correct
स्मेल,correct
स्मेलस,correct
स्मेल्ट,correct
स्मेेल,incorrect
स्मैक,correct
स्मैल,correct
स्मैली,correct
स्मैश,correct
स्मैशिंग,incorrect
स्मॉक,correct
स्मॉकिंग,incorrect
स्मॉट,correct
स्मॉल,correct
स्मोक,correct
स्मोकर,correct
स्मोकिंग,incorrect
स्मोकिंग्स,incorrect
स्मोगी,correct
स्मोच,correct
स्मोट,correct
स्य,correct
स्याई,correct
स्याड,correct
स्यादा,correct
स्यान,correct
स्यानत,correct
स्यानी,correct
स्याने,correct
स्याम,correct
स्याल,correct
स्याशन,correct
स्यास,correct
स्याही,correct
स्यूटेबल,correct
स्यूस,correct
स्योधान,correct
स्योर,correct
स्योरली,correct
स्योरी,correct
स्रक्रक,correct
स्रब्दमन,correct
स्रम,correct
स्राइट,correct
स्राप,correct
स्रावल,correct
स्रि,correct
स्रिजन,correct
स्रिणिंग,incorrect
स्रिफ,correct
स्रियसी,correct
स्री,correct
स्रीज,correct
स्रीजन,correct
स्रीट,correct
स्रेंथ,incorrect
स्रेफ,correct
स्रेविलिटी,correct
स्रैक्स,correct
स्रॉक्स,correct
स्रॉट्स,correct
स्रोत,correct
स्रोताओ,correct
स्रोतों,correct
स्रोत्थ,correct
स्रोलिंग,incorrect
स्लम,correct
स्लमडोग,correct
स्लम्स,correct
स्ला,correct
स्लाइज,correct
स्लाइट,correct
स्लाइटली,correct
स्लाइड,correct
स्लाइडर,correct
स्लाइडस,correct
स्लाइडिंग,incorrect
स्लाइडिंग्स,incorrect
स्लाइड्स,correct
स्लाइम,correct
स्लाइव,correct
स्लाइस,correct
स्लाइसी,correct
स्लाइसेज,correct
स्लाइसेस,correct
स्लाइड़ें,incorrect
स्लाईड,correct
स्लाउज,correct
स्लाकू,correct
स्लाद,correct
स्लामिक,correct
स्लि,correct
स्लिंग,incorrect
स्लिप,correct
स्लिपड,correct
स्लिपर,correct
स्लिपर्स,correct
स्लिपिंग,incorrect
स्लिपी,correct
स्लिपॆ,correct
स्लिप्ट,correct
स्लिम,correct
स्लिमनेस,correct
स्लिमिंग,incorrect
स्लीप,incorrect
स्लीपर,correct
स्लीपरी,incorrect
स्लीपर्स,correct
स्लीपिंग,incorrect
स्लीपी,correct
स्लीव,correct
स्लीवलेस,correct
स्लीव्स,correct
स्ले,incorrect
स्लेक्ट,correct
स्लेक्टरों,incorrect
स्लेक्शन,correct
स्लेक्स,correct
स्लेज,correct
स्लेजिंग,incorrect
स्लेट,correct
स्लेटर,correct
स्लेटी,correct
स्लेड,correct
स्लेफ,correct
स्लेबरिटीज,correct
स्लेबर्स,correct
स्लेबस,correct
स्लेव,correct
स्लेवर्स,correct
स्लेवस,correct
स्लेशर,correct
स्लेस,correct
स्लेेबस,incorrect
स्लैक,correct
स्लैक्शन,correct
स्लैक्स,correct
स्लैग,correct
स्लैडर्स,correct
स्लैनेट,correct
स्लैप,correct
स्लैब,correct
स्लैब्स,correct
स्लैम,incorrect
स्लैव,correct
स्लैश,correct
स्लॉग,correct
स्लॉट,correct
स्लॉटर,correct
स्लॉट्स,correct
स्लॉप,correct
स्लो,correct
स्लोक,incorrect
स्लोकाज़,correct
स्लोगन,correct
स्लोगन्स,correct
स्लोटर,correct
स्लोप,incorrect
स्लोर,incorrect
स्लोली,correct
स्लोव,incorrect
स्लोवर्ज,correct
स्लोवर्ब,correct
स्लोवली,correct
स्लोह,incorrect
स्ल्लोव्,incorrect
स्व,correct
स्व-,correct
स्व-स्वभाव,correct
स्वंतत्र,incorrect
स्वंत्रता,incorrect
स्वंय,correct
स्वः,correct
स्वइच्छा,correct
स्वक्रम,correct
स्वक्ष,correct
स्वक्षता,correct
स्वगी,correct
स्वचलित,incorrect
स्वचालित,correct
स्वच्,incorrect
स्वच्चता,correct
स्वच्छ,correct
स्वच्छंद,correct
स्वच्छंदता,correct
स्वच्छता,correct
स्वच्छा,incorrect
स्वछ,correct
स्वछंदता,correct
स्वछता,correct
स्वजन,correct
स्वजनों,incorrect
स्वत,correct
स्वतंत,correct
स्वतंता,correct
स्वतंत्र,correct
स्वतंत्रक,incorrect
स्वतंत्रत,incorrect
स्वतंत्रतरूप,correct
स्वतंत्रता,correct
स्वतंत्रताएं,incorrect
स्वतंत्रा,incorrect
स्वतंदरता,correct
स्वतंन्त्रता,incorrect
स्वतः,correct
स्वतन,incorrect
स्वतनत,correct
स्वतनतता,correct
स्वतन्त्र,correct
स्वतन्त्रता,correct
स्वता,correct
स्वतानदा,correct
स्वतासी,correct
स्वतिक,correct
स्वदिष्ट,correct
स्वदे,correct
स्वदेश,incorrect
स्वदेशी,correct
स्वदेशीय,incorrect
स्वदेसी,correct
स्वधेशी,correct
स्वन्देश,correct
स्वन्यू,correct
स्वपन,correct
स्वप्न,correct
स्वप्ना,correct
स्वप्नो,correct
स्वप्रेरणा,correct
स्वभा,incorrect
स्वभाग,correct
स्वभाभिक,correct
स्वभाव,correct
स्वभाविक,incorrect
स्वभावी,incorrect
स्वम,correct
स्वमी,incorrect
स्वय,incorrect
स्वयं,correct
स्वयंबर,correct
स्वयंम,incorrect
स्वयंसेवक,incorrect
स्वयत्त,correct
स्वयम,correct
स्वयम्,incorrect
स्वयल,correct
स्वर,correct
स्वरचित,correct
स्वरचीत,correct
स्वरमा,correct
स्वरर्विज्ञान,correct
स्वरा,incorrect
स्वराज,correct
स्वरात,correct
स्वरुण,correct
स्वरुप,correct
स्वरूप,correct
स्वरूपों,incorrect
स्वरों,incorrect
स्वरोजगार,correct
स्वर्क,correct
स्वर्ग,correct
स्वर्गवास,correct
स्वर्गिया,correct
स्वर्गीय,correct
स्वर्चित,correct
स्वर्ण,correct
